0.033810 5.050879
0 0 0.0486285314840202
1 1 0.0074671271671579
2 0 0.0520644390127429
2 2 0.0122620196665910
3 1 0.0072682416267473
3 3 0.0109591340080434
4 0 0.0159710019566953
4 2 0.0167862232711338
4 4 0.0101073545786041
5 1 0.0061544573890674
5 3 0.0243366226909762
5 5 0.0029187187436722
6 0 0.0033829462343173
6 2 0.0114148366104545
6 4 0.0262762266941449
6 6 0.0067419574009631
7 1 0.0072517122469453
7 3 0.0170325287240187
7 5 0.0095222306922003
7 7 0.0035307149775812
8 0 0.0049367176229840
8 2 0.0212256802452253
8 4 0.0377671614051516
8 6 0.0193563801980926
8 8 0.0035184911139838
9 1 0.0029411069663300
9 3 0.0099203521736743
9 5 0.0149590777126307
9 7 0.0118372909024414
9 9 0.0026193584285354
10 0 0.0028949456471719
10 2 0.0171560878172219
10 4 0.0465521379117768
10 6 0.0225222793125817
10 8 0.0108430616277125
10 10 0.0021972742738797
11 1 0.0087199303732020
11 3 0.0230402870602231
11 5 0.0192113126636838
11 7 0.0173454067312057
11 9 0.0095254889388395
11 11 0.0009976616705756
12 0 0.0071317079520366
12 2 0.0116501915312809
12 4 0.0411950619350656
12 6 0.0147819611464660
12 8 0.0132810593095587
12 10 0.0076911388850835
12 12 0.0013423440643488
13 1 0.0087827958536962
13 3 0.0253867552621023
13 5 0.0216644256619946
13 7 0.0153042656498003
13 9 0.0139830605052414
13 11 0.0035068458757505
13 13 0.0006417866279859
14 0 0.0041860968354048
14 2 0.0086844943655472
14 4 0.0266186416273461
14 6 0.0072043859445926
14 8 0.0123017261662875
14 10 0.0104127514307103
14 12 0.0047501903122815
14 14 0.0005410528131090
15 1 0.0046833951439029
15 3 0.0194719953580976
15 5 0.0175008519122127
15 7 0.0085993109332115
15 9 0.0107832234579027
15 11 0.0050615561946968
15 13 0.0021954389950612
15 15 0.0003434092861324
16 0 0.0046270018759412
16 2 0.0066070653405932
16 4 0.0126069277875072
16 6 0.0027310111920473
16 8 0.0112989740030678
16 10 0.0077856802448608
16 12 0.0061224327205407
16 14 0.0018064931252657
16 16 0.0002443874604718
17 1 0.0023185968008609
17 3 0.0075331698254503
17 5 0.0116856815307116
17 7 0.0032409528035886
17 9 0.0060459446974582
17 11 0.0045899074923944
17 13 0.0027603928361987
17 15 0.0011192472475931
17 17 0.0002271209754182
18 0 0.0054663289468190
18 2 0.0021306786897780
18 4 0.0062546524229218
18 6 0.0045496436861866
18 8 0.0078468420675024
18 10 0.0061057909044481
18 12 0.0056543062221141
18 14 0.0018636145141279
18 16 0.0007967195034551
18 18 0.0001837993096102
19 1 0.0032194424299551
19 3 0.0044620729149417
19 5 0.0080010349805240
19 7 0.0026885989652432
19 9 0.0043865156970586
19 11 0.0033757077501930
19 13 0.0033796477901605
19 15 0.0010861349039240
19 17 0.0006907905638898
19 19 0.0001336273148233
20 0 0.0021791399790542
20 2 0.0037404369745817
20 4 0.0060728303778290
20 6 0.0063428326533659
20 8 0.0072936104823407
20 10 0.0056993434631776
20 12 0.0068630253110810
20 14 0.0036658838264424
20 16 0.0008422338374338
20 18 0.0005245242980542
20 20 0.0000676400446879
21 1 0.0035855278045585
21 3 0.0071075831875502
21 5 0.0046888789117054
21 7 0.0065146075085442
21 9 0.0068102709910115
21 11 0.0044507819392321
21 13 0.0048028828604381
21 15 0.0024296332045298
21 17 0.0005317214162205
21 19 0.0003568233704009
21 21 0.0000775702878996
22 0 0.0005635099490684
22 2 0.0056512412489076
22 4 0.0056364239294593
22 6 0.0061332822425624
22 8 0.0070297123694651
22 10 0.0065149007743381
22 12 0.0055836140881414
22 14 0.0056499774256867
22 16 0.0026608323131687
22 18 0.0005488518932702
22 20 0.0001748876286650
22 22 0.0000452202613890
23 1 0.0018162698596444
23 3 0.0049242421610911
23 5 0.0047815355879778
23 7 0.0087752168457253
23 9 0.0099321533753209
23 11 0.0060561535948320
23 13 0.0048630476845921
23 15 0.0038557473997274
23 17 0.0033978311774328
23 19 0.0005119025563555
23 21 0.0001930042330387
23 23 0.0000416113869666
24 0 0.0003339642267436
24 2 0.0029884267952660
24 4 0.0052775041389285
24 6 0.0051307618705192
24 8 0.0072864605462469
24 10 0.0069429087380614
24 12 0.0057115273417308
24 14 0.0046024573181634
24 16 0.0049796462367372
24 18 0.0033088682562792
24 20 0.0003931339674667
24 22 0.0001084405221109
24 24 0.0000278671604197
25 1 0.0023897683823805
25 3 0.0027355885434602
25 5 0.0038916485626391
25 7 0.0091561545186482
25 9 0.0112815450586427
25 11 0.0063940087542263
25 13 0.0043191080759132
25 15 0.0043334310685494
25 17 0.0059213151193240
25 19 0.0029507080019657
25 21 0.0005330645279746
25 23 0.0000856909909846
25 25 0.0000248455931312
